//DATASET,
//created,Wed, 24 Feb 2021 21:47:26 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
194.2077,194.4075,-58.9949
194.4075,194.6073,-59.4202
194.6073,194.8072,-59.8294
194.8072,195.007,-59.7734
195.007,195.2069,-58.9006
195.2069,195.4067,-57.1615
195.4067,195.6066,-54.9336
195.6066,195.8064,-52.8974
195.8064,196.0062,-51.7642
196.0062,196.2061,-51.9744

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,-0.7458
191.7,-0.4076
192,0.444
192.1,0.6422
192.2,0.7838
192.4,0.8817
192.7,0.5949
192.8,0.4212
193,0.0585
193.4,-0.2028
193.6,0.0469
193.8,0.4454
193.9,0.6326
194,0.771
194.5,0.2499
194.7,-0.1951
194.8,-0.2803
195,0.0849
195.4,3.3297
195.6,5.533



//TRACE,Optical Spectrum,Input 1 (Run 11) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-61.7772
191.8095,192.0094,-61.2328
192.0094,192.2092,-60.8486
192.2092,192.4091,-60.6829
192.4091,192.6089,-60.7574
192.6089,192.8088,-61.0382
192.8088,193.0086,-61.4267
193.0086,193.2084,-61.777
193.2084,193.4083,-61.9426
193.4083,193.6081,-61.8456
193.6081,193.808,-61.5347
193.808,194.0078,-61.1863
194.0078,194.2077,-61.0303
194.2077,194.4075,-61.2189
194.4075,194.6073,-61.7048
194.6073,194.8072,-62.2013
194.8072,195.007,-62.2789
195.007,195.2069,-61.5927
195.2069,195.4067,-60.0866
195.4067,195.6066,-58.1058
195.6066,195.8064,-56.2788
195.8064,196.0062,-55.2613
196.0062,196.2061,-55.4588

//Parameterized
#Frequency,Power
#(THz),(dBm)
194.1,-1.2875
195.6,2.2789



//TRACE,Optical Spectrum,Input 1 (Run 12) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-61.3353
191.8095,192.0094,-60.7596
192.0094,192.2092,-60.3468
192.2092,192.4091,-60.156
192.4091,192.6089,-60.2092
192.6089,192.8088,-60.4718
192.8088,193.0086,-60.8434
193.0086,193.2084,-61.1762
193.2084,193.4083,-61.3223
193.4083,193.6081,-61.2035
193.6081,193.808,-60.8696
193.808,194.0078,-60.4987
194.0078,194.2077,-60.3226
194.2077,194.4075,-60.4931
194.4075,194.6073,-60.9589
194.6073,194.8072,-61.4264
194.8072,195.007,-61.4601
195.007,195.2069,-60.7134
