//DATASET,
//created,Tue, 02 Feb 2021 18:02:55 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
193.2,2.5923
193.3,2.5966
193.5,2.8224
193.6,3.0316
193.7,3.2807
193.8,3.5423
194,3.9714
194.1,4.0828
194.2,4.0984
194.3,4.0193
194.4,3.8595
194.5,3.6585
194.6,3.4627
194.7,3.3328
194.8,3.3338
194.9,3.5235
195,3.9418
195.1,4.6106
195.2,5.5305
195.3,6.6547
195.4,7.9222
195.5,9.2406
195.6,10.5058
195.7,11.6089

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.3669
191.8095,192.0094,-57.5795
192.0094,192.2092,-56.9731
192.2092,192.4091,-56.6136
192.4091,192.6089,-56.525
192.6089,192.8088,-56.6675
192.8088,193.0086,-56.9296
193.0086,193.2084,-57.1494
193.2084,193.4083,-57.1676
193.4083,193.6081,-56.9029
193.6081,193.808,-56.412
193.808,194.0078,-55.888
194.0078,194.2077,-55.5766
194.2077,194.4075,-55.6287
194.4075,194.6073,-55.9667
194.6073,194.8072,-56.2494
194.8072,195.007,-55.9937
195.007,195.2069,-54.8331
195.2069,195.4067,-52.7286
195.4067,195.6066,-50.1123
195.6066,195.8064,-47.7489
195.8064,196.0062,-46.4358
196.0062,196.2061,-46.6659



//TRACE,Optical Spectrum,Input 1 (Run 13) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.7,1.7405
191.8,2.1398
192.1,3.0973
192.2,3.3048
192.3,3.4458
192.4,3.518
192.5,3.5238
192.6,3.4694
192.7,3.3674
193,2.9463
193.1,2.838
193.2,2.7803
193.6,3.2331
193.7,3.486
193.9,3.9958
194.2,4.3204
194.9,3.7748
195,4.2022
195.1,4.8816
195.2,5.8137
195.3,6.951
195.5,9.564
195.6,10.8415

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.2288
191.8095,192.0094,-57.4314
192.0094,192.2092,-56.8159
192.2092,192.4091,-56.4486
192.4091,192.6089,-56.3534
192.6089,192.8088,-56.4904
192.8088,193.0086,-56.7475
193.0086,193.2084,-56.9621
193.2084,193.4083,-56.9744
193.4083,193.6081,-56.703
193.6081,193.808,-56.2046
193.808,194.0078,-55.6735
194.0078,194.2077,-55.3557
194.2077,194.4075,-55.4024
194.4075,194.6073,-55.7346
194.6073,194.8072,-56.0089
194.8072,195.007,-55.7398
195.007,195.2069,-54.5597
195.2069,195.4067,-52.4302
195.4067,195.6066,-49.7874
195.6066,195.8064,-47.4018
195.8064,196.0062,-46.0765
196.0062,196.2061,-46.3079



//TRACE,Optical Spectrum,Input 1 (Run 14) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
192.8,3.1174
192.9,2.9684
193.1,2.7181
193.2,2.6586
193.6,3.1026
193.8,3.616
194.3,4.0985
194.4,3.9397
195.2,5.6304
195.3,6.7592
195.5,9.3546

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.3182
191.8095,192.0094,-57.5272
192.0094,192.2092,-56.9176
192.2092,192.4091,-56.5554
192.4091,192.6089,-56.4645
192.6089,192.8088,-56.605
192.8088,193.0086,-56.8654
193.0086,193.2084,-57.0833
193.2084,193.4083,-57.0994
193.4083,193.6081,-56.8324
193.6081,193.808,-56.3388
193.808,194.0078,-55.8123
194.0078,194.2077,-55.4987
194.2077,194.4075,-55.5489
194.4075,194.6073,-55.8848
194.6073,194.8072,-56.1646
194.8072,195.007,-55.9041
195.007,195.2069,-54.7367
195.2069,195.4067,-52.6233
195.4067,195.6066,-49.9977
195.6066,195.8064,-47.6265
195.8064,196.0062,-46.3091
196.0062,196.2061,-46.5397



//TRACE,Optical Spectrum,Input 1 (Run 15) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.7,1.1072
191.8,1.4823
192,2.1252
192.3,2.6847
192.6,2.6642
192.9,2.2449
193,2.0949
193.1,1.9746
193.2,1.904
193.3,1.8973
193.5,2.098
193.6,2.2937
193.8,2.7766
194.3,3.1969
194.4,3.0275
194.6,2.607
194.7,2.4606
194.8,2.4402
195,2.9882
195.1,3.618
195.2,4.4934
195.4,6.7868
195.5,8.0562
195.6,9.2764
195.7,10.3411
195.8,11.1519

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.8735
191.8095,192.0094,-58.1224
192.0094,192.2092,-57.5492
192.2092,192.4091,-57.2185
192.4091,192.6089,-57.1541
192.6089,192.8088,-57.3168
192.8088,193.0086,-57.5973
193.0086,193.2084,-57.836
193.2084,193.4083,-57.8758
193.4083,193.6081,-57.6361
193.6081,193.808,-57.1722
193.808,194.0078,-56.6746
194.0078,194.2077,-56.3864
194.2077,194.4075,-56.4585
194.4075,194.6073,-56.8177
194.6073,194.8072,-57.1312
194.8072,195.007,-56.9246
195.007,195.2069,-55.8355
195.2069,195.4067,-53.8221
195.4067,195.6066,-51.3026
195.6066,195.8064,-49.0207
195.8064,196.0062,-47.7523
196.0062,196.2061,-47.9774



//TRACE,Optical Spectrum,Input 1 (Run 16) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.7,0.9087
192.1,2.1466
192.4,2.4972
192.6,2.4119
193.1,1.7041
193.7,2.229
194,2.8646
194.4,2.6957
194.5,2.4796
194.6,2.2657
194.8,2.0839
195.3,5.1363
195.5,7.5838
195.6,8.786
195.8,10.6348

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-59.0757
191.8095,192.0094,-58.3391
192.0094,192.2092,-57.7792
192.2092,192.4091,-57.46
192.4091,192.6089,-57.4052
192.6089,192.8088,-57.5761
192.8088,193.0086,-57.8639
193.0086,193.2084,-58.1102
193.2084,193.4083,-58.1587
193.4083,193.6081,-57.9289
193.6081,193.808,-57.4757
193.808,194.0078,-56.9887
194.0078,194.2077,-56.7097
194.2077,194.4075,-56.7898
194.4075,194.6073,-57.1575
194.6073,194.8072,-57.4834
194.8072,195.007,-57.2964
195.007,195.2069,-56.2358
195.2069,195.4067,-54.2585
195.4067,195.6066,-51.7776
195.6066,195.8064,-49.528
195.8064,196.0062,-48.2774
196.0062,196.2061,-48.5006



//TRACE,Optical Spectrum,Input 1 (Run 17) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.8,1.4661
192.6,2.6443
192.7,2.5297
192.8,2.3831
193,2.0739
193.3,1.8753
193.4,1.9408
193.5,2.0753
193.6,2.2704
193.8,2.7526
193.9,2.9797
194.9,2.574
195.1,3.5868
195.2,4.4607
195.3,5.535
195.4,6.751
195.5,8.0189
195.6,9.2377
195.7,10.3012

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.8894
191.8095,192.0094,-58.1395
192.0094,192.2092,-57.5673
192.2092,192.4091,-57.2376
192.4091,192.6089,-57.1739
192.6089,192.8088,-57.3373
192.8088,193.0086,-57.6184
193.0086,193.2084,-57.8577
193.2084,193.4083,-57.8981
193.4083,193.6081,-57.6592
193.6081,193.808,-57.1961
193.808,194.0078,-56.6994
194.0078,194.2077,-56.4119
194.2077,194.4075,-56.4846
194.4075,194.6073,-56.8445
194.6073,194.8072,-57.159
194.8072,195.007,-56.9539
195.007,195.2069,-55.8671
195.2069,195.4067,-53.8565
195.4067,195.6066,-51.3401
195.6066,195.8064,-49.0607
195.8064,196.0062,-47.7937
196.0062,196.2061,-48.0187



//TRACE,Optical Spectrum,Input 1 (Run 18) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
192.2,2.2443
192.3,2.3599
192.7,2.2011
192.9,1.8864
193.1,1.6062
193.7,2.1204
194.1,2.8442
194.2,2.8441
194.6,2.1421
194.7,1.9867
195,2.4702
195.3,4.9795
195.4,6.1699
195.5,7.4127
195.6,8.6084
195.8,10.4475

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-59.149
191.8095,192.0094,-58.4177
192.0094,192.2092,-57.8625
192.2092,192.4091,-57.5476
192.4091,192.6089,-57.4962
192.6089,192.8088,-57.67
192.8088,193.0086,-57.9606
193.0086,193.2084,-58.2096
193.2084,193.4083,-58.2612
193.4083,193.6081,-58.035
193.6081,193.808,-57.5857
193.808,194.0078,-57.1025
194.0078,194.2077,-56.8269
194.2077,194.4075,-56.9099
194.4075,194.6073,-57.2807
194.6073,194.8072,-57.6111
194.8072,195.007,-57.4312
195.007,195.2069,-56.3808
195.2069,195.4067,-54.4167
195.4067,195.6066,-51.9497
195.6066,195.8064,-49.7118
195.8064,196.0062,-48.4677
196.0062,196.2061,-48.6901



//TRACE,Optical Spectrum,Input 1 (Run 19) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,0.9191
191.9,2.0588
192,2.3665
192.3,2.946
192.4,3.0076
192.6,2.9406
192.8,2.6882
193,2.3872
193.2,2.2049
193.3,2.203
193.5,2.4146
193.6,2.6162
193.7,2.8575
193.9,3.3446
194,3.526
194.1,3.631
194.2,3.6409
194.3,3.5563
194.4,3.3912
194.6,2.981
194.7,2.8418
194.9,3.0053
195,3.405
195.1,4.0518
195.2,4.9467
195.3,6.0436
195.4,7.283
195.5,8.5739
195.7,10.8952
195.8,11.7187

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.652
191.8095,192.0094,-57.885
192.0094,192.2092,-57.2973
192.2092,192.4091,-56.954
192.4091,192.6089,-56.879
192.6089,192.8088,-57.0329
192.8088,193.0086,-57.3054
193.0086,193.2084,-57.5358
193.2084,193.4083,-57.5661
193.4083,193.6081,-57.3155
193.6081,193.808,-56.8398
193.808,194.0078,-56.3307
194.0078,194.2077,-56.0323
194.2077,194.4075,-56.0957
194.4075,194.6073,-56.4456
194.6073,194.8072,-56.7456
194.8072,195.007,-56.5175
195.007,195.2069,-55.3972
195.2069,195.4067,-53.344
195.4067,195.6066,-50.7823
195.6066,195.8064,-48.4648
195.8064,196.0062,-47.1768
196.0062,196.2061,-47.4042



//TRACE,Optical Spectrum,Input 1 (Run 20) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.2184
191.7,1.6361
191.8,2.0314
191.9,2.3936
192,2.7122
192.1,2.9779
192.2,3.1823
192.3,3.3204
192.4,3.3899
192.5,3.3933
192.6,3.3367
192.7,3.2326
192.8,3.0959
192.9,2.9465
193,2.806
193.1,2.6957
193.3,2.6408
193.4,2.7195
193.5,2.8681
193.6,3.0782
193.7,3.3282
