//DATASET,
//created,Sun, 21 Feb 2021 13:11:08 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
195.1,4.5186
195.2,5.4344
195.3,6.5541
195.4,7.817
195.5,9.1308
195.7,11.4914
195.8,12.3285



//TRACE,Optical Spectrum,Input 1 (Run 15) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.5043
191.8095,192.0094,-57.7267
192.0094,192.2092,-57.1293
192.2092,192.4091,-56.7776
192.4091,192.6089,-56.6956
192.6089,192.8088,-56.8436
192.8088,193.0086,-57.1107
193.0086,193.2084,-57.3355
193.2084,193.4083,-57.3596
193.4083,193.6081,-57.1017
193.6081,193.808,-56.6181
193.808,194.0078,-56.1013
194.0078,194.2077,-55.7962
194.2077,194.4075,-55.8537
194.4075,194.6073,-56.1974
194.6073,194.8072,-56.4885
194.8072,195.007,-56.2461
195.007,195.2069,-55.1049
195.2069,195.4067,-53.0251
195.4067,195.6066,-50.4351
195.6066,195.8064,-48.0939
195.8064,196.0062,-46.7929
196.0062,196.2061,-47.0217

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.0585
191.7,1.4697
191.8,1.8587
191.9,2.2148
192,2.5276
192.1,2.7878
192.2,2.987
192.5,3.1852
192.6,3.1251
192.7,3.0178
192.9,2.7258
193,2.5823
193.1,2.4688
193.2,2.4056
193.3,2.4069
193.4,2.4816
193.5,2.6259
193.6,2.8314
193.7,3.0767
193.8,3.3346
193.9,3.5718
194,3.7567
194.1,3.8651
194.2,3.8779
194.3,3.7962
194.4,3.6338
194.5,3.4298
194.6,3.2306
194.7,3.0962
194.9,3.2737
195,3.6831
195.1,4.3413
195.2,5.2491
195.5,8.9193
195.6,10.1723
195.7,11.2649
195.8,12.0969



//TRACE,Optical Spectrum,Input 1 (Run 16) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-57.3397
191.8095,192.0094,-56.4782
192.0094,192.2092,-55.8043
192.2092,192.4091,-55.3862
192.4091,192.6089,-55.2488
192.6089,192.8088,-55.3503
192.8088,193.0086,-55.5754
193.0086,193.2084,-55.757
193.2084,193.4083,-55.7315
193.4083,193.6081,-55.4162
193.6081,193.808,-54.8702
193.808,194.0078,-54.2924
194.0078,194.2077,-53.9338
194.2077,194.4075,-53.9455
194.4075,194.6073,-54.2408
194.6073,194.8072,-54.4613
194.8072,195.007,-54.106
195.007,195.2069,-52.7997
195.2069,195.4067,-50.5089
195.4067,195.6066,-47.6947
195.6066,195.8064,-45.1653
195.8064,196.0062,-43.761
196.0062,196.2061,-44.0013

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,2.1601
191.7,2.6158
191.8,3.0484
191.9,3.4467
192,3.7997
192.1,4.0978
192.2,4.3322
192.3,4.4978
192.4,4.5924
192.5,4.6184
192.6,4.5824
192.7,4.4972
192.9,4.2462
193.2,3.9914
193.3,4.0182
193.4,4.1205
193.5,4.2946
193.7,4.8089
193.9,5.3664
194.4,5.5507
194.5,5.3714
194.9,5.3947
195,5.8801
195.1,6.6282
195.2,7.6387
195.3,8.861



//TRACE,Optical Spectrum,Input 1 (Run 17) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.8316
191.8095,192.0094,-58.0775
192.0094,192.2092,-57.5016
192.2092,192.4091,-57.1686
192.4091,192.6089,-57.1021
192.6089,192.8088,-57.2632
192.8088,193.0086,-57.5422
193.0086,193.2084,-57.7793
193.2084,193.4083,-57.8173
193.4083,193.6081,-57.5755
193.6081,193.808,-57.1094
193.808,194.0078,-56.6096
194.0078,194.2077,-56.3195
194.2077,194.4075,-56.39
194.4075,194.6073,-56.7474
194.6073,194.8072,-57.0584
194.8072,195.007,-56.8477
195.007,195.2069,-55.7527
195.2069,195.4067,-53.7318
195.4067,195.6066,-51.2043
195.6066,195.8064,-48.9157
195.8064,196.0062,-47.6436
196.0062,196.2061,-47.8691

//Parameterized
#Frequency,Power
#(THz),(dBm)
192,2.1708
192.1,2.4204
192.5,2.7832
192.7,2.6029
192.8,2.4574
192.9,2.2994
193.2,1.9608
193.9,3.0685
194,3.2455
194.4,3.0962
194.5,2.8853
195,3.067
195.4,6.8805
195.6,9.3779
195.7,10.4457



//TRACE,Optical Spectrum,Input 1 (Run 18) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.5799
191.8095,192.0094,-57.8077
192.0094,192.2092,-57.2153
192.2092,192.4091,-56.8679
192.4091,192.6089,-56.7895
192.6089,192.8088,-56.9405
192.8088,193.0086,-57.2103
193.0086,193.2084,-57.4381
193.2084,193.4083,-57.4653
193.4083,193.6081,-57.2111
193.6081,193.808,-56.7316
193.808,194.0078,-56.2187
194.0078,194.2077,-55.9171
194.2077,194.4075,-55.9776
194.4075,194.6073,-56.3245
194.6073,194.8072,-56.6201
194.8072,195.007,-56.385
195.007,195.2069,-55.2545
195.2069,195.4067,-53.1884
195.4067,195.6066,-50.6129
195.6066,195.8064,-48.2838
195.8064,196.0062,-46.9895
196.0062,196.2061,-47.2175

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,0.9871
191.7,1.3954
191.8,1.7816
191.9,2.1349
192,2.4451
192.1,2.7029
192.2,2.8998
192.3,3.0311
192.4,3.0945
192.5,3.0923
192.6,3.0307
192.7,2.922
192.8,2.7809
192.9,2.6273
193.2,2.3028
193.3,2.3025
193.4,2.3753
193.6,2.7212
193.7,2.9645
193.8,3.2203
193.9,3.4555
194,3.6386
194.1,3.7452
194.2,3.7566
194.3,3.6734
194.4,3.5096
194.6,3.1028
194.7,2.9659
194.8,2.958
194.9,3.1363
195,3.5407
195.1,4.1931
195.2,5.0943
195.3,6.1981
195.4,7.4446
195.5,8.7424
195.6,9.9887
195.7,11.0756
195.8,11.9033



//TRACE,Optical Spectrum,Input 1 (Run 19) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.5883
